term,course,user,date,time,lat,lon
E2014,99000,244,2014-10-06,09-15,55.781188857835005,12.529524868103495
E2014,99000,244,2014-10-06,09-30,55.78120560072298,12.529274699313907
E2014,99000,244,2014-10-06,09-45,55.78113598998756,12.529550061596318
E2014,99000,244,2014-10-06,10-00,55.78101854734606,12.529789931304112
E2014,99000,244,2014-10-06,10-15,55.78106450623525,12.529741706338942
E2014,99000,244,2014-10-06,10-30,55.780823855900955,12.529733430346047
E2014,99000,244,2014-10-06,10-45,55.78074026763285,12.529745809884016
E2014,99000,44,2014-10-06,09-00,55.792679899670986,12.51249890618585
E2014,99000,44,2014-10-06,09-15,55.79284869544299,12.512425797218825
E2014,99000,44,2014-10-06,09-30,55.79292553759532,12.512239254314926
E2014,99000,44,2014-10-06,09-45,55.793224477225365,12.512532186582531
E2014,99000,44,2014-10-06,10-00,55.79311768918117,12.51265767161131
E2014,99000,44,2014-10-06,10-15,55.79300118919807,12.512740243130455
E2014,99000,44,2014-10-06,10-30,55.79275385964686,12.51303183519844
E2014,99000,44,2014-10-06,10-45,55.79270526361622,12.513212698210168
E2014,99000,389,2014-10-13,09-00,55.785150792496374,12.529769157060954
E2014,99000,389,2014-10-13,09-15,55.78542686471213,12.529489716611424
E2014,99000,389,2014-10-13,09-30,55.78546907048461,12.529542762501178
E2014,99000,389,2014-10-13,09-45,55.78548551627983,12.529625776778165
E2014,99000,389,2014-10-13,10-00,55.7853689227589,12.52965228415465
E2014,99000,389,2014-10-13,10-15,55.78524491216333,12.529437286448617
E2014,99000,389,2014-10-13,10-30,55.784987787226086,12.529615953628012
E2014,99000,389,2014-10-13,10-45,55.78487330079791,12.52940584294482
E2014,99000,17,2014-10-13,09-00,55.7908411780005,12.514459559164191
E2014,99000,17,2014-10-13,09-15,55.790780429845945,12.514616672437944
E2014,99000,17,2014-10-13,09-30,55.79094833914282,12.514572990128798
E2014,99000,17,2014-10-13,09-45,55.7911863123547,12.514502188961515
E2014,99000,17,2014-10-13,10-00,55.79144539533559,12.514656205161
E2014,99000,17,2014-10-13,10-15,55.791583732458555,12.514526420285666
E2014,99000,17,2014-10-13,10-30,55.79184413067478,12.51462204240447
E2014,99000,17,2014-10-13,10-45,55.792007070983686,12.51464289892639
E2014,99000,482,2014-10-13,09-00,55.782405413983874,12.527880671161975
E2014,99000,482,2014-10-13,09-15,55.78257412968182,12.527771668330745
E2014,99000,482,2014-10-13,09-30,55.782620005242485,12.52758858995695
E2014,99000,482,2014-10-13,09-45,55.78235200101849,12.527535608573032
E2014,99000,482,2014-10-13,10-00,55.78209978112859,12.527824421454884
E2014,99000,482,2014-10-13,10-15,55.782322363447065,12.527670064174266
E2014,99000,482,2014-10-13,10-30,55.782231474155274,12.527925873802607
E2014,99000,482,2014-10-13,10-45,55.78194189227047,12.527721821381192
E2014,99000,799,2014-10-13,09-00,55.781083615762185,12.518085907001986
E2014,99000,799,2014-10-13,09-15,55.78130664610248,12.517805613002201
E2014,99000,799,2014-10-13,09-30,55.781139367566254,12.518019360438737
E2014,99000,799,2014-10-13,09-45,55.78128346998853,12.517742249150508
E2014,99000,799,2014-10-13,10-00,55.781195844100175,12.51792975927989
E2014,99000,799,2014-10-13,10-15,55.7811116833063,12.518041504021527
E2014,99000,799,2014-10-13,10-30,55.7809929280196,12.518203003774842
E2014,99000,799,2014-10-13,10-45,55.78074377252676,12.518057956725041
E2014,99000,406,2014-10-13,09-00,55.77878270826948,12.52001420960601
E2014,99000,406,2014-10-13,09-15,55.778655361734444,12.520302812925681
E2014,99000,406,2014-10-13,09-30,55.77840098079452,12.520598087249041
E2014,99000,406,2014-10-13,09-45,55.7785881556081,12.520562008826428
E2014,99000,406,2014-10-13,10-00,55.77876036471387,12.520613453595868
E2014,99000,406,2014-10-13,10-15,55.77869411005636,12.52082194301016
E2014,99000,406,2014-10-13,10-30,55.77888086024095,12.520580862082761
E2014,99000,406,2014-10-13,10-45,55.7787422675197,12.520411225942526
E2014,99000,563,2014-10-13,09-00,55.7819375972894,12.52039152765613
E2014,99000,563,2014-10-13,09-15,55.78168560735485,12.520439950534728
E2014,99000,563,2014-10-13,09-30,55.7817885902704,12.520363581853161
E2014,99000,563,2014-10-13,09-45,55.78200444692996,12.520601658253167
E2014,99000,563,2014-10-13,10-00,55.78179502526963,12.52045989211706
E2014,99000,563,2014-10-13,10-15,55.78157657639868,12.520723961222137
E2014,99000,563,2014-10-13,10-30,55.78144861597619,12.520819806785736
E2014,99000,563,2014-10-13,10-45,55.78137790368685,12.520920718969299
E2014,99000,47,2014-10-13,09-00,55.78329887027837,12.516695595071093
E2014,99000,47,2014-10-13,09-15,55.7835156766221,12.51662008689807
E2014,99000,47,2014-10-13,09-30,55.78348612156579,12.516810363514933
E2014,99000,47,2014-10-13,09-45,55.783420777785565,12.516970269389459
E2014,99000,47,2014-10-13,10-00,55.78366199288687,12.517133106148286
E2014,99000,47,2014-10-13,10-15,55.783385953206555,12.517054965279973
E2014,99000,47,2014-10-13,10-30,55.78318675697029,12.516974972363665
E2014,99000,47,2014-10-13,10-45,55.78301780988169,12.51697055710631
E2014,99000,815,2014-10-13,09-00,55.780732654136145,12.510688662785586
E2014,99000,815,2014-10-13,09-15,55.78076719599746,12.510416280487721
E2014,99000,815,2014-10-13,09-30,55.78063405672865,12.510208404115913
E2014,99000,815,2014-10-13,09-45,55.78063011794047,12.510008673563503
E2014,99000,815,2014-10-13,10-00,55.78082036899182,12.509833536289088
E2014,99000,815,2014-10-13,10-15,55.78078726223315,12.50981593378101
E2014,99000,815,2014-10-13,10-30,55.78085421658204,12.509840829882826
E2014,99000,815,2014-10-13,10-45,55.78087637896134,12.509687901361373
E2014,99000,752,2014-10-13,09-00,55.79060071972068,12.511880485857143
E2014,99000,752,2014-10-13,09-15,55.79077531983984,12.511647633078406
E2014,99000,752,2014-10-13,09-30,55.790736740102,12.511389883314397
E2014,99000,752,2014-10-13,09-45,55.790998645123885,12.511109980701937
E2014,99000,752,2014-10-13,10-00,55.7912890605359,12.510840936752235
E2014,99000,752,2014-10-13,10-15,55.791578506125646,12.511067032896136
E2014,99000,752,2014-10-13,10-30,55.79164782466373,12.511335314153861
E2014,99000,752,2014-10-13,10-45,55.79177061602415,12.511128031468644
E2014,99000,46,2014-10-13,09-00,55.78035128006321,12.514638215611086
E2014,99000,46,2014-10-13,09-15,55.78033129309993,12.514724159918998
E2014,99000,46,2014-10-13,09-30,55.78030066188954,12.514946580824102
E2014,99000,46,2014-10-13,09-45,55.780111470556584,12.514782263524916
E2014,99000,46,2014-10-13,10-00,55.78028766806477,12.51499180301544
E2014,99000,46,2014-10-13,10-15,55.780303529503456,12.51497552033469
E2014,99000,46,2014-10-13,10-30,55.78032359370053,12.514832578111088
E2014,99000,46,2014-10-13,10-45,55.780376028770846,12.51456715720205
E2014,99000,326,2014-10-13,09-00,55.780533119946256,12.52809508705684
E2014,99000,326,2014-10-13,09-15,55.780546248208296,12.528311619246146
E2014,99000,326,2014-10-13,09-30,55.780679287772465,12.528330442713669
E2014,99000,326,2014-10-13,09-45,55.780920077279355,12.528341448895146
E2014,99000,326,2014-10-13,10-00,55.78113852576592,12.528210830222683
E2014,99000,326,2014-10-13,10-15,55.7811337732034,12.528130128248758
E2014,99000,326,2014-10-13,10-30,55.78137008882871,12.528426182218357
E2014,99000,326,2014-10-13,10-45,55.78165622936927,12.528402221383628
E2014,99000,54,2014-10-13,09-00,55.7797180792849,12.509461540421913
E2014,99000,54,2014-10-13,09-15,55.77995114689227,12.50954376539446
E2014,99000,54,2014-10-13,09-30,55.77988834901789,12.509615583598176
E2014,99000,54,2014-10-13,09-45,55.77977825228526,12.509505404620603
E2014,99000,54,2014-10-13,10-00,55.779819274562925,12.509232138156314
E2014,99000,54,2014-10-13,10-15,55.779632457615556,12.50938218960575
E2014,99000,54,2014-10-13,10-30,55.77956287264365,12.509287306906156
E2014,99000,54,2014-10-13,10-45,55.779760357023136,12.509510807141561
E2014,99000,780,2014-10-13,09-00,55.78967636086465,12.520372030951235
E2014,99000,780,2014-10-13,09-15,55.78980271999008,12.520324431704644
E2014,99000,780,2014-10-13,09-30,55.78974915806742,12.520156090503958
E2014,99000,780,2014-10-13,09-45,55.790005577492614,12.5200573962247
E2014,99000,780,2014-10-13,10-00,55.79021029808545,12.519927694755829
E2014,99000,780,2014-10-13,10-15,55.79016535758083,12.519721861864017
E2014,99000,780,2014-10-13,10-30,55.790147355512815,12.519481778417074
E2014,99000,780,2014-10-13,10-45,55.78999649418462,12.519219239418442
E2014,99000,244,2014-10-13,09-00,55.78552669348916,12.518325194475265
E2014,99000,244,2014-10-13,09-15,55.785748745903426,12.518177241737071
E2014,99000,244,2014-10-13,09-30,55.785838465861154,12.51792885496308
E2014,99000,244,2014-10-13,09-45,55.78582928842438,12.517863727013287
E2014,99000,244,2014-10-13,10-00,55.78560269620546,12.517970366231978
E2014,99000,244,2014-10-13,10-15,55.785862178181965,12.51825359469327
E2014,99000,244,2014-10-13,10-30,55.78596996337941,12.518168290028221
E2014,99000,244,2014-10-13,10-45,55.78614589468488,12.518263680763468
E2014,99000,44,2014-10-13,09-00,55.78590446961603,12.519890975445435
E2014,99000,44,2014-10-13,09-15,55.78591014644099,12.519744150706753
E2014,99000,44,2014-10-13,09-30,55.786048749214494,12.519942053983565
E2014,99000,44,2014-10-13,09-45,55.786053166888756,12.520223053063578
E2014,99000,44,2014-10-13,10-00,55.785942965225914,12.520358561195954
E2014,99000,44,2014-10-13,10-15,55.78581733436639,12.5204728157505
E2014,99000,44,2014-10-13,10-30,55.7858033308942,12.520220074615452
E2014,99000,44,2014-10-13,10-45,55.7860787857905,12.5202637040522
E2014,99000,389,2014-10-20,09-00,55.78159230399913,12.51213280763355
E2014,99000,389,2014-10-20,09-15,55.78149132719595,12.512315532496842
E2014,99000,389,2014-10-20,09-30,55.78127050786121,12.512123686173632
E2014,99000,389,2014-10-20,09-45,55.78143591328972,12.512324488179358
E2014,99000,389,2014-10-20,10-00,55.78115337646844,12.512264635397038
E2014,99000,389,2014-10-20,10-15,55.78092360890999,12.512385921325915
E2014,99000,389,2014-10-20,10-30,55.78111825965871,12.512419730529023
E2014,99000,389,2014-10-20,10-45,55.7808471457322,12.512120867528724
E2014,99000,17,2014-10-20,09-00,55.78341725669425,12.513756002421664
E2014,99000,17,2014-10-20,09-15,55.783227494050855,12.513664437519198
E2014,99000,17,2014-10-20,09-30,55.78327948784782,12.513779663029812
E2014,99000,17,2014-10-20,09-45,55.78312253904087,12.513483210433966
E2014,99000,17,2014-10-20,10-00,55.78302781202914,12.513463412158751
E2014,99000,17,2014-10-20,10-15,55.783287654468495,12.513207825652225
E2014,99000,17,2014-10-20,10-30,55.78340391297412,12.51307868785343
E2014,99000,17,2014-10-20,10-45,55.78324106755379,12.513019829682518
E2014,99000,482,2014-10-20,09-00,55.77930709735225,12.524642943974989
E2014,99000,482,2014-10-20,09-15,55.77907329631224,12.524368715114404
E2014,99000,482,2014-10-20,09-30,55.779051733202266,12.52451689372664
E2014,99000,482,2014-10-20,09-45,55.77915905359408,12.52444706668834
E2014,99000,482,2014-10-20,10-00,55.779421425154005,12.524688499674157
E2014,99000,482,2014-10-20,10-15,55.77939527436827,12.524441950367432
E2014,99000,482,2014-10-20,10-30,55.77930906344989,12.524340628165808
E2014,99000,482,2014-10-20,10-45,55.77910327488039,12.524327449006362
E2014,99000,799,2014-10-20,09-00,55.784533620555614,12.528323125991596
E2014,99000,799,2014-10-20,09-15,55.78451704030971,12.528288157778261
E2014,99000,799,2014-10-20,09-30,55.78430985408478,12.52842799253586
E2014,99000,799,2014-10-20,09-45,55.784475356055474,12.52857643140221
E2014,99000,799,2014-10-20,10-00,55.784267058858696,12.528513710458308
E2014,99000,799,2014-10-20,10-15,55.78432568334008,12.528432210416858
E2014,99000,799,2014-10-20,10-30,55.784379055977205,12.528511679634828
E2014,99000,799,2014-10-20,10-45,55.784115706936475,12.52859634411716
E2014,99000,406,2014-10-20,09-00,55.78691909240335,12.51937571943149
E2014,99000,406,2014-10-20,09-15,55.78718814466575,12.5191365298602
E2014,99000,406,2014-10-20,09-30,55.78726307532143,12.519359226088877
E2014,99000,406,2014-10-20,09-45,55.787338419832146,12.519607192671073
E2014,99000,406,2014-10-20,10-00,55.787619766724845,12.519629992950641
E2014,99000,406,2014-10-20,10-15,55.78787093363289,12.519916559564988
E2014,99000,406,2014-10-20,10-30,55.78811256130508,12.520142379904508
E2014,99000,406,2014-10-20,10-45,55.78786126991792,12.519980991202225
E2014,99000,563,2014-10-20,09-00,55.780976963573025,12.521218093533463
E2014,99000,563,2014-10-20,09-15,55.780779113763685,12.521114812658011
E2014,99000,563,2014-10-20,09-30,55.78066091883771,12.520905244388743
E2014,99000,563,2014-10-20,09-45,55.78045221567959,12.521176522513644
E2014,99000,563,2014-10-20,10-00,55.78067379400003,12.520982929839022
E2014,99000,563,2014-10-20,10-15,55.78053865723857,12.520820593008688
E2014,99000,563,2014-10-20,10-30,55.780456759965794,12.52085988078559
E2014,99000,563,2014-10-20,10-45,55.780317975721076,12.520928752034166
E2014,99000,47,2014-10-20,09-00,55.78813691607653,12.526336325050638
E2014,99000,47,2014-10-20,09-15,55.78794802365529,12.526290829887914
E2014,99000,47,2014-10-20,09-30,55.788121820634196,12.526509773854919
E2014,99000,47,2014-10-20,09-45,55.788255821548006,12.526736776241876
E2014,99000,47,2014-10-20,10-00,55.788451699798124,12.526817995443249
E2014,99000,47,2014-10-20,10-15,55.788590474974406,12.52681547666744
E2014,99000,47,2014-10-20,10-30,55.78883083786066,12.526724812689219
E2014,99000,47,2014-10-20,10-45,55.788766225940975,12.52691877734456
E2014,99000,815,2014-10-20,09-00,55.784554906170115,12.5172172406264
E2014,99000,815,2014-10-20,09-15,55.78433232874376,12.517363773375664
E2014,99000,815,2014-10-20,09-30,55.78425712400017,12.517602068876405
E2014,99000,815,2014-10-20,09-45,55.78402825247927,12.517451483543729
E2014,99000,815,2014-10-20,10-00,55.78378138863034,12.517376949247176
E2014,99000,815,2014-10-20,10-15,55.78395844614603,12.517634160396085
E2014,99000,815,2014-10-20,10-30,55.784082294452325,12.517455659207641
E2014,99000,815,2014-10-20,10-45,55.78431980471952,12.517338139414804
E2014,99000,752,2014-10-20,09-00,55.77840530006899,12.52381130574703
E2014,99000,752,2014-10-20,09-15,55.778188703419,12.523716793989323
E2014,99000,752,2014-10-20,09-30,55.77815843364272,12.523939680366416
E2014,99000,752,2014-10-20,09-45,55.77804100198842,12.523818046523557
E2014,99000,752,2014-10-20,10-00,55.77781314714627,12.523986540444717
E2014,99000,752,2014-10-20,10-15,55.777704225062195,12.524227794946357
E2014,99000,752,2014-10-20,10-30,55.777975404004074,12.524335199325847
E2014,99000,752,2014-10-20,10-45,55.77801165755714,12.524222452997433
E2014,99000,46,2014-10-20,09-00,55.78960673602961,12.51440086512297
E2014,99000,46,2014-10-20,09-15,55.78935105082365,12.514382042948109
E2014,99000,46,2014-10-20,09-30,55.789563097292024,12.514349404192334
E2014,99000,46,2014-10-20,09-45,55.78939370922023,12.514490494603944
E2014,99000,46,2014-10-20,10-00,55.78911544491569,12.514204683880346
E2014,99000,46,2014-10-20,10-15,55.789233406159,12.514141616568248
E2014,99000,46,2014-10-20,10-30,55.78927138605865,12.514284208114953
E2014,99000,46,2014-10-20,10-45,55.78951934779067,12.514135986065181
E2014,99000,326,2014-10-20,09-00,55.79034294030556,12.5111751952955
E2014,99000,326,2014-10-20,09-15,55.79035513515664,12.510991584750103
E2014,99000,326,2014-10-20,09-30,55.79056306038862,12.510740266059546
E2014,99000,326,2014-10-20,09-45,55.790502183841305,12.511004446387625
E2014,99000,326,2014-10-20,10-00,55.79030084566297,12.511048145488513
E2014,99000,326,2014-10-20,10-15,55.79001208825436,12.51103167832698
E2014,99000,326,2014-10-20,10-30,55.78973365664006,12.510798250069628
E2014,99000,326,2014-10-20,10-45,55.789653623537454,12.511075582335154
E2014,99000,54,2014-10-20,09-00,55.780522435319305,12.528081247165254
E2014,99000,54,2014-10-20,09-15,55.780638711823,12.52781854779886
E2014,99000,54,2014-10-20,09-30,55.78073575679935,12.527566486125421
E2014,99000,54,2014-10-20,09-45,55.78073799983776,12.52757746207985
E2014,99000,54,2014-10-20,10-00,55.78091581799814,12.52786984046411
E2014,99000,54,2014-10-20,10-15,55.78078396226978,12.528033626754501
E2014,99000,54,2014-10-20,10-30,55.780721683631555,12.527806757491868
E2014,99000,54,2014-10-20,10-45,55.78047079494616,12.527620301544154
E2014,99000,780,2014-10-20,09-00,55.783039178742605,12.510220449686027
E2014,99000,780,2014-10-20,09-15,55.783019824097316,12.510126326125585
E2014,99000,780,2014-10-20,09-30,55.78287174479909,12.510250613320029
E2014,99000,780,2014-10-20,09-45,55.78297159727848,12.510014358576422
E2014,99000,780,2014-10-20,10-00,55.78268996388573,12.509724799632641
E2014,99000,780,2014-10-20,10-15,55.78246035057735,12.509788977097434
E2014,99000,780,2014-10-20,10-30,55.78221781945066,12.509898781463237
E2014,99000,780,2014-10-20,10-45,55.78231361365076,12.510047740407359
E2014,99000,244,2014-10-20,09-00,55.78187190129361,12.523919102460773
E2014,99000,244,2014-10-20,09-15,55.781895839576,12.523748019234098
E2014,99000,244,2014-10-20,09-30,55.78205749501147,12.52394651710427
E2014,99000,244,2014-10-20,09-45,55.78219874199011,12.524003061322558
E2014,99000,244,2014-10-20,10-00,55.78210898660561,12.523779113007215
E2014,99000,244,2014-10-20,10-15,55.78213956460718,12.523722840174575
E2014,99000,244,2014-10-20,10-30,55.78209563571965,12.523577081138486
E2014,99000,244,2014-10-20,10-45,55.78213541631347,12.523827045572855
E2014,99000,44,2014-10-20,09-00,55.78615016394007,12.513149755121209
E2014,99000,44,2014-10-20,09-15,55.78612067971891,12.512969738177093
E2014,99000,44,2014-10-20,09-30,55.786307418890274,12.512675928287488
E2014,99000,44,2014-10-20,09-45,55.786271988563286,12.51287410786702
E2014,99000,44,2014-10-20,10-00,55.78608658637524,12.513017823379116
E2014,99000,44,2014-10-20,10-15,55.78591846424199,12.512804311693298
E2014,99000,44,2014-10-20,10-30,55.78602444922732,12.512748401512615
E2014,99000,44,2014-10-20,10-45,55.786305148783875,12.512961670623127
E2014,99000,389,2014-10-27,09-00,55.78642036066718,12.51781686174994
E2014,99000,389,2014-10-27,09-15,55.786134198632304,12.517555974136839
E2014,99000,389,2014-10-27,09-30,55.78610285040943,12.517549093917308
E2014,99000,389,2014-10-27,09-45,55.786242324053426,12.517545035626291
E2014,99000,389,2014-10-27,10-00,55.78604086175449,12.517505220680233
E2014,99000,389,2014-10-27,10-15,55.7860610155118,12.51736830428029
E2014,99000,389,2014-10-27,10-30,55.7860303108468,12.517388787038284
E2014,99000,389,2014-10-27,10-45,55.78602515855262,12.517139926267278
E2014,99000,17,2014-10-27,09-00,55.784627634076934,12.521665773176583
E2014,99000,17,2014-10-27,09-15,55.784344562880044,12.521838435614118
E2014,99000,17,2014-10-27,09-30,55.784540107839724,12.521725389280828
E2014,99000,17,2014-10-27,09-45,55.78447370793827,12.521911522183954
E2014,99000,17,2014-10-27,10-00,55.78468174450944,12.521637626982537
E2014,99000,17,2014-10-27,10-15,55.78462871381674,12.52142951603485
E2014,99000,17,2014-10-27,10-30,55.784607005045395,12.521707335581082
E2014,99000,17,2014-10-27,10-45,55.78437180101074,12.521663239005553
E2014,99000,482,2014-10-27,09-00,55.77929241420718,12.529987058641542
E2014,99000,482,2014-10-27,09-15,55.779467169777256,12.530070388632502
E2014,99000,482,2014-10-27,09-30,55.77971032967981,12.529944677692427
E2014,99000,482,2014-10-27,09-45,55.77964481468649,12.529818867035575
E2014,99000,482,2014-10-27,10-00,55.779458059993466,12.529571092626636
E2014,99000,482,2014-10-27,10-15,55.77922089437061,12.529615764113975
E2014,99000,482,2014-10-27,10-30,55.77912516035018,12.529723446623612
E2014,99000,482,2014-10-27,10-45,55.77893554368838,12.529559778432526
E2014,99000,799,2014-10-27,09-00,55.78902137278143,12.523214323714136
E2014,99000,799,2014-10-27,09-15,55.7888134745768,12.523345316065905
E2014,99000,799,2014-10-27,09-30,55.78873700786445,12.523408238550898
E2014,99000,799,2014-10-27,09-45,55.788878405653655,12.523247945350082
E2014,99000,799,2014-10-27,10-00,55.78903775796901,12.523254287127724
E2014,99000,799,2014-10-27,10-15,55.78913389689207,12.523141749093481
E2014,99000,799,2014-10-27,10-30,55.78940669890172,12.523112964037482
E2014,99000,799,2014-10-27,10-45,55.789516621584,12.52283157157791
E2014,99000,406,2014-10-27,09-00,55.780737239165376,12.52909299331609
E2014,99000,406,2014-10-27,09-15,55.78051867907113,12.529212580696651
E2014,99000,406,2014-10-27,09-30,55.7806264211914,12.52926540905492
E2014,99000,406,2014-10-27,09-45,55.780488862988705,12.529563165566179
E2014,99000,406,2014-10-27,10-00,55.780417206065074,12.529644780238854
E2014,99000,406,2014-10-27,10-15,55.78012591356315,12.529346158955544
E2014,99000,406,2014-10-27,10-30,55.780037000197325,12.529630347458534
E2014,99000,406,2014-10-27,10-45,55.780261982105856,12.529702483391077
E2014,99000,563,2014-10-27,09-00,55.7856951510167,12.529772002081266
E2014,99000,563,2014-10-27,09-15,55.78579509277085,12.529766434917542
E2014,99000,563,2014-10-27,09-30,55.78596591314898,12.529788754699302
E2014,99000,563,2014-10-27,09-45,55.78618719560425,12.529496722570439
E2014,99000,563,2014-10-27,10-00,55.78591581523633,12.529791863196484
E2014,99000,563,2014-10-27,10-15,55.78590804268698,12.529586320743435
E2014,99000,563,2014-10-27,10-30,55.7859231275336,12.52976616968138
E2014,99000,563,2014-10-27,10-45,55.78614377317831,12.529837103034595
E2014,99000,47,2014-10-27,09-00,55.78867054432741,12.5240135060347
E2014,99000,47,2014-10-27,09-15,55.788601475056915,12.524054476007421
E2014,99000,47,2014-10-27,09-30,55.7885946671737,12.524314069760628
E2014,99000,47,2014-10-27,09-45,55.78873490823639,12.524211181339194
E2014,99000,47,2014-10-27,10-00,55.78874409221494,12.52411014363392
E2014,99000,47,2014-10-27,10-15,55.78877405366678,12.52436069627871
E2014,99000,47,2014-10-27,10-30,55.78877890183557,12.524624055459695
E2014,99000,47,2014-10-27,10-45,55.78876581441267,12.524562572920939
E2014,99000,815,2014-10-27,09-00,55.78318912145175,12.512812402481858
E2014,99000,815,2014-10-27,09-15,55.78290408748917,12.512709150564387
E2014,99000,815,2014-10-27,09-30,55.78293336684748,12.512744248637413
E2014,99000,815,2014-10-27,09-45,55.78308915888768,12.51260634661256
E2014,99000,815,2014-10-27,10-00,55.78289570524393,12.512755161913113
E2014,99000,815,2014-10-27,10-15,55.78272559541553,12.51266498181926
E2014,99000,815,2014-10-27,10-30,55.782695202614754,12.512468731211614
E2014,99000,815,2014-10-27,10-45,55.782716637492605,12.512631950619111
E2014,99000,752,2014-10-27,09-00,55.78789190207947,12.527645262269495
E2014,99000,752,2014-10-27,09-15,55.78764585390839,12.527787798697512
E2014,99000,752,2014-10-27,09-30,55.787478643421636,12.52775124652793
E2014,99000,752,2014-10-27,09-45,55.78724555601622,12.527981368191815
E2014,99000,752,2014-10-27,10-00,55.7873790536235,12.528092462502206
E2014,99000,752,2014-10-27,10-15,55.787520325703305,12.528098948057016
E2014,99000,752,2014-10-27,10-30,55.787818498179654,12.527928894780095
E2014,99000,752,2014-10-27,10-45,55.78797923781588,12.5277062727614
E2014,99000,46,2014-10-27,09-00,55.7801400866328,12.514040485358276
E2014,99000,46,2014-10-27,09-15,55.780336619138815,12.51402526540647
E2014,99000,46,2014-10-27,09-30,55.78035329618775,12.513870576898341
E2014,99000,46,2014-10-27,09-45,55.78065322444313,12.514058842477606
E2014,99000,46,2014-10-27,10-00,55.7805446688013,12.514232037834512
E2014,99000,46,2014-10-27,10-15,55.78032789658557,12.514492466724638
E2014,99000,46,2014-10-27,10-30,55.78037111993551,12.514323434494841
E2014,99000,46,2014-10-27,10-45,55.78029071695722,12.514470343633834
E2014,99000,326,2014-10-27,09-00,55.78755577948896,12.512918284850311
E2014,99000,326,2014-10-27,09-15,55.78746581829009,12.512685356025852
E2014,99000,326,2014-10-27,09-30,55.78728306093619,12.512443071295516
E2014,99000,326,2014-10-27,09-45,55.78747567270997,12.51221203587564
E2014,99000,326,2014-10-27,10-00,55.78775552713362,12.512044579621953
E2014,99000,326,2014-10-27,10-15,55.78761205380806,12.51225099469603
E2014,99000,326,2014-10-27,10-30,55.787475846576676,12.51241900362952
E2014,99000,326,2014-10-27,10-45,55.78721673872011,12.512488677007077
E2014,99000,54,2014-10-27,09-00,55.78742802163009,12.53027849309817
E2014,99000,54,2014-10-27,09-15,55.78717905479503,12.530178685204536
E2014,99000,54,2014-10-27,09-30,55.787261290564736,12.529958189935122
E2014,99000,54,2014-10-27,09-45,55.787451813380976,12.529986375776954
E2014,99000,54,2014-10-27,10-00,55.787524025096694,12.529816637019335
E2014,99000,54,2014-10-27,10-15,55.78735596832972,12.530013595121437
E2014,99000,54,2014-10-27,10-30,55.7872704696791,12.52976702551856
E2014,99000,54,2014-10-27,10-45,55.7872028823972,12.529559138851868
E2014,99000,780,2014-10-27,09-00,55.78595635497866,12.530142254609391
E2014,99000,780,2014-10-27,09-15,55.78602496196053,12.530071073595535
E2014,99000,780,2014-10-27,09-30,55.78595111764886,12.529774625940721
E2014,99000,780,2014-10-27,09-45,55.78606694001859,12.529949872141584
E2014,99000,780,2014-10-27,10-00,55.7861471018677,12.52985978085515
E2014,99000,780,2014-10-27,10-15,55.78626829826551,12.52996124010499
E2014,99000,780,2014-10-27,10-30,55.78608747485179,12.530184982426123
E2014,99000,780,2014-10-27,10-45,55.786341850884405,12.530403517036527
E2014,99000,244,2014-10-27,09-00,55.783137098927966,12.51594383336784
E2014,99000,244,2014-10-27,09-15,55.78316477679173,12.516169016046062
E2014,99000,244,2014-10-27,09-30,55.783014001291676,12.516048711363451
E2014,99000,244,2014-10-27,09-45,55.78309718113264,12.515884044030821
E2014,99000,244,2014-10-27,10-00,55.78308180454205,12.515935790411762
E2014,99000,244,2014-10-27,10-15,55.78310967866022,12.516222172684541
E2014,99000,244,2014-10-27,10-30,55.78307097976283,12.51640901746022
E2014,99000,244,2014-10-27,10-45,55.782990369007116,12.51668665831154
E2014,99000,44,2014-10-27,09-00,55.78969042437072,12.509512637572568
E2014,99000,44,2014-10-27,09-15,55.78957820370268,12.50966147480021
E2014,99000,44,2014-10-27,09-30,55.78984504070895,12.509372159898524
E2014,99000,44,2014-10-27,09-45,55.790135365966805,12.509542797218787
E2014,99000,44,2014-10-27,10-00,55.79008794116256,12.509336724821976
E2014,99000,44,2014-10-27,10-15,55.79000344448731,12.509536165967862
E2014,99000,44,2014-10-27,10-30,55.790201743703214,12.509714161336838
E2014,99000,44,2014-10-27,10-45,55.79013785370859,12.509991414812333
E2014,99000,389,2014-11-03,09-00,55.78761443550341,12.515077576386986
E2014,99000,389,2014-11-03,09-15,55.787880231605264,12.514916999917299
E2014,99000,389,2014-11-03,09-30,55.78808497039098,12.514837064953324
E2014,99000,389,2014-11-03,09-45,55.788338439556554,12.514570207950166
E2014,99000,389,2014-11-03,10-00,55.788636359640364,12.514354914818284
E2014,99000,389,2014-11-03,10-15,55.78846025172559,12.51439389237945
E2014,99000,389,2014-11-03,10-30,55.7881807238958,12.514531704568252
E2014,99000,389,2014-11-03,10-45,55.788455656779924,12.514572301606165
E2014,99000,17,2014-11-03,09-00,55.78439550599827,12.51410989270551
E2014,99000,17,2014-11-03,09-15,55.78444921678067,12.514139844316283
E2014,99000,17,2014-11-03,09-30,55.784691640075685,12.51407744075654
E2014,99000,17,2014-11-03,09-45,55.78497935370567,12.51388496153403
E2014,99000,17,2014-11-03,10-00,55.78486736466797,12.514116301691955
